,loss,accuracy,Custom_Hamming_Loss,val_loss,val_accuracy,val_Custom_Hamming_Loss
0,0.38101041316986084,0.9009029865264893,0.23151704668998718,0.29345861077308655,0.9166666865348816,0.17058764398097992
1,0.27516666054725647,0.9203519225120544,0.15222138166427612,0.24245765805244446,0.9166666865348816,0.12297841906547546
2,0.25129544734954834,0.67330402135849,0.13418203592300415,0.23472286760807037,0.06018518656492233,0.13768349587917328
3,0.24751248955726624,0.058346837759017944,0.13185705244541168,0.2315005213022232,0.06018518656492233,0.12859570980072021
4,0.24703218042850494,0.058346837759017944,0.13071873784065247,0.23156096041202545,0.06018518656492233,0.11110689491033554
5,0.2468194216489792,0.058346837759017944,0.13045142590999603,0.23097115755081177,0.06018518656492233,0.12580716609954834
6,0.24679940938949585,0.058346837759017944,0.13088135421276093,0.23089610040187836,0.06018518656492233,0.1254446655511856
7,0.24628102779388428,0.058346837759017944,0.13020478188991547,0.23319776356220245,0.06018518656492233,0.13616394996643066
8,0.24727442860603333,0.058346837759017944,0.1313329041004181,0.2320287972688675,0.06018518656492233,0.13198179006576538
9,0.24637028574943542,0.058346837759017944,0.13052615523338318,0.23136158287525177,0.06018518656492233,0.11184592545032501
